x: 0, y: 0Vx: 0, Vy: 0time0
x: 3.41949e-14, y: 0.302824Vx: 0, Vy: -0.778234time7.18
x: 3.41949e-14, y: 0.295092Vx: 0, Vy: -0.768234time7.19
x: 3.41949e-14, y: 0.287459Vx: 0, Vy: -0.758234time7.2
x: 3.41949e-14, y: 0.279927Vx: 0, Vy: -0.748234time7.21
x: 3.41949e-14, y: 0.272495Vx: 0, Vy: -0.738234time7.22
x: 3.41949e-14, y: 0.265162Vx: 0, Vy: -0.728234time7.23
x: 3.41949e-14, y: 0.25793Vx: 0, Vy: -0.718234time7.24
x: 3.41949e-14, y: 0.250798Vx: 0, Vy: -0.708234time7.25
x: 3.41949e-14, y: 0.243765Vx: 0, Vy: -0.698234time7.26
x: 3.41949e-14, y: 0.236833Vx: 0, Vy: -0.688234time7.27
x: 3.41949e-14, y: 0.230001Vx: 0, Vy: -0.678234time7.28
x: 3.41949e-14, y: 0.223268Vx: 0, Vy: -0.668234time7.29
x: 3.41949e-14, y: 0.216636Vx: 0, Vy: -0.658234time7.3
x: 3.41949e-14, y: 0.210104Vx: 0, Vy: -0.648234time7.31
x: 3.41949e-14, y: 0.203671Vx: 0, Vy: -0.638234time7.32
x: 3.41949e-14, y: 0.197339Vx: 0, Vy: -0.628234time7.33
x: 3.41949e-14, y: 0.191107Vx: 0, Vy: -0.618234time7.34
x: 3.41949e-14, y: 0.184974Vx: 0, Vy: -0.608234time7.35
x: 3.41949e-14, y: 0.178942Vx: 0, Vy: -0.598234time7.36
x: 3.41949e-14, y: 0.17301Vx: 0, Vy: -0.588234time7.37
x: 3.41949e-14, y: 0.167177Vx: 0, Vy: -0.578234time7.38
x: 3.41949e-14, y: 0.161445Vx: 0, Vy: -0.568234time7.39
x: 3.41949e-14, y: 0.155813Vx: 0, Vy: -0.558234time7.4
x: 3.41949e-14, y: 0.15028Vx: 0, Vy: -0.548234time7.41
x: 3.41949e-14, y: 0.144848Vx: 0, Vy: -0.538234time7.42
x: 3.41949e-14, y: 0.139516Vx: 0, Vy: -0.528234time7.43
x: 3.41949e-14, y: 0.134283Vx: 0, Vy: -0.518234time7.44
x: 3.41949e-14, y: 0.129151Vx: 0, Vy: -0.508234time7.45
x: 3.41949e-14, y: 0.124119Vx: 0, Vy: -0.498234time7.46
x: 3.41949e-14, y: 0.119186Vx: 0, Vy: -0.488234time7.47
x: 3.41949e-14, y: 0.114354Vx: 0, Vy: -0.478234time7.48
x: 3.41949e-14, y: 0.109622Vx: 0, Vy: -0.468234time7.49
x: 3.41949e-14, y: 0.104989Vx: 0, Vy: -0.458234time7.5
x: 3.41949e-14, y: 0.100457Vx: 0, Vy: -0.448234time7.51
x: 3.41949e-14, y: 0.0960245Vx: 0, Vy: -0.438234time7.52
x: 3.41949e-14, y: 0.0916922Vx: 0, Vy: -0.428234time7.53
x: 3.41949e-14, y: 0.0874599Vx: 0, Vy: -0.418234time7.54
x: 3.41949e-14, y: 0.0833275Vx: 0, Vy: -0.408234time7.55
x: 3.41949e-14, y: 0.0792952Vx: 0, Vy: -0.398234time7.56
x: 3.41949e-14, y: 0.0753628Vx: 0, Vy: -0.388234time7.57
x: 3.41949e-14, y: 0.0715305Vx: 0, Vy: -0.378234time7.58
x: 3.41949e-14, y: 0.0677982Vx: 0, Vy: -0.368234time7.59
x: 3.41949e-14, y: 0.0641658Vx: 0, Vy: -0.358234time7.6
x: 3.41949e-14, y: 0.0606335Vx: 0, Vy: -0.348234time7.61
x: 3.41949e-14, y: 0.0572011Vx: 0, Vy: -0.338234time7.62
x: 3.41949e-14, y: 0.0538688Vx: 0, Vy: -0.328234time7.63
x: 3.41949e-14, y: 0.0506364Vx: 0, Vy: -0.318234time7.64
x: 3.41949e-14, y: 0.0475041Vx: 0, Vy: -0.308234time7.65
x: 3.41949e-14, y: 0.0444718Vx: 0, Vy: -0.298234time7.66
x: 3.41949e-14, y: 0.0415394Vx: 0, Vy: -0.288234time7.67
x: 3.41949e-14, y: 0.0387071Vx: 0, Vy: -0.278234time7.68
x: 3.41949e-14, y: 0.0359747Vx: 0, Vy: -0.268234time7.69
x: 3.41949e-14, y: 0.0333424Vx: 0, Vy: -0.258234time7.7
x: 3.41949e-14, y: 0.0308101Vx: 0, Vy: -0.248234time7.71
x: 3.41949e-14, y: 0.0283777Vx: 0, Vy: -0.238234time7.72
x: 3.41949e-14, y: 0.0260454Vx: 0, Vy: -0.228234time7.73
x: 3.41949e-14, y: 0.023813Vx: 0, Vy: -0.218234time7.74
x: 3.41949e-14, y: 0.0216807Vx: 0, Vy: -0.208234time7.75
x: 3.41949e-14, y: 0.0196484Vx: 0, Vy: -0.198234time7.76
x: 3.41949e-14, y: 0.017716Vx: 0, Vy: -0.188234time7.77
x: 3.41949e-14, y: 0.0158837Vx: 0, Vy: -0.178234time7.78
x: 3.41949e-14, y: 0.0141513Vx: 0, Vy: -0.168234time7.79
x: 3.41949e-14, y: 0.012519Vx: 0, Vy: -0.158234time7.8
x: 3.41949e-14, y: 0.0109867Vx: 0, Vy: -0.148234time7.81
x: 3.41949e-14, y: 0.00955432Vx: 0, Vy: -0.138234time7.82
x: 3.41949e-14, y: 0.00822198Vx: 0, Vy: -0.128234time7.83
x: 3.41949e-14, y: 0.00698964Vx: 0, Vy: -0.118234time7.84
x: 3.41949e-14, y: 0.0058573Vx: 0, Vy: -0.108234time7.85
x: 3.41949e-14, y: 0.00482496Vx: 0, Vy: -0.098234time7.86
x: 3.41949e-14, y: 0.00389262Vx: 0, Vy: -0.088234time7.87
x: 3.41949e-14, y: 0.00306028Vx: 0, Vy: -0.078234time7.88
x: 3.41949e-14, y: 0.00232794Vx: 0, Vy: -0.068234time7.89
x: 3.41949e-14, y: 0.0016956Vx: 0, Vy: -0.058234time7.9
x: 3.41949e-14, y: 0.00116326Vx: 0, Vy: -0.048234time7.91
x: 3.41949e-14, y: 0.000730921Vx: 0, Vy: -0.038234time7.92
x: 3.41949e-14, y: 0.00039858Vx: 0, Vy: -0.028234time7.93
x: 3.41949e-14, y: 0.00016624Vx: 0, Vy: -0.018234time7.94
x: 3.41949e-14, y: 3.38996e-05Vx: 0, Vy: -0.00823403time7.95
